,time,a,dadt,H,part_h,evt_h,H_h
13709,136.78312705746052,2.683144640712326,-0.016652732361348167,-0.0062064236525568636,214.91772383748315,134.32996826095143,-161.12338699083642
13710,136.7931270574605,2.6829781133887125,-0.016657624327646888,-0.006208632207814628,214.91438513303737,134.3116317946712,-161.06607164478652
13711,136.8031270574605,2.682811537145436,-0.016662516901415236,-0.006210841376932679,214.9110418893028,134.29329350030397,-161.00878114743702
13712,136.8131270574605,2.682644911976422,-0.016667410083008486,-0.006213051160292725,214.90769410538954,134.27495337794898,-160.95151547937445
13713,136.82312705746048,2.6824782378755923,-0.016672303872648685,-0.006215261558227005,214.90434178040738,134.25661142770528,-160.89427462249307
13714,136.83312705746047,2.682311514836866,-0.016677198270735508,-0.006217472571134151,214.90098491346575,134.238267649672,-160.8370585569928
13715,136.84312705746046,2.6821447428541587,-0.016682093277446592,-0.006219684199330207,214.89762350367366,134.2199220439482,-160.7798672652366
13716,136.85312705746045,2.6819779219213844,-0.01668698889313721,-0.006221896443197621,214.89425755013986,134.2015746106329,-160.7227007278941
13717,136.86312705746045,2.681811052032453,-0.016691885118073818,-0.006224109303085915,214.89088705197273,134.18322534982516,-160.66555892651175
13718,136.87312705746044,2.6816441331812726,-0.016696781952567272,-0.0062263227793613474,214.88751200828025,134.16487426162394,-160.6084418422286
13719,136.88312705746043,2.681477165361747,-0.01670167939692844,-0.0062285368723903655,214.88413241817008,134.14652134612817,-160.5513494562044
13720,136.89312705746042,2.681310148567778,-0.016706577451379365,-0.006230751582506479,214.8807482807495,134.12816660343677,-160.49428175047294
13721,136.9031270574604,2.6811430827932643,-0.016711476116275315,-0.00623296691009306,214.87735959512548,134.10981003364873,-160.43723870580754
13722,136.9131270574604,2.6809759680321017,-0.016716375391927156,-0.006235182855517113,214.87396636040464,134.09145163686287,-160.38022030342933
13723,136.9231270574604,2.6808088042781826,-0.01672127527855693,-0.006237399419112694,214.8705685756932,134.073091413178,-160.32322652543164
13724,136.93312705746038,2.680641591525397,-0.01672617577647551,-0.006239616601247172,214.86716624009702,134.05472936269294,-160.26625735307525
