,time,a,dadt,H,part_h,evt_h,H_h
1542,15.31894187801139,1.073291181293099,0.07198748931647335,0.06707172347185689,56.27415454938073,14.435326754475676,14.909412614387303
1543,15.32894187801139,1.0740110561862637,0.0720228565248575,0.06705969748636062,56.32189859470621,14.43500206974635,14.91208635713562
1544,15.33894187801139,1.0747312847515123,0.07205826807250724,0.06704770680344323,56.3696678895224,14.434675432496721,14.914753205976094
1545,15.34894187801139,1.0754518674322373,0.07209372397205692,0.06703575134811827,56.41746245917504,14.434346846588051,14.917413169682783
1546,15.35894187801139,1.0761728046719579,0.07212922423618527,0.06702383104558372,56.46528232902609,14.434016315873718,14.920066257028605
1547,15.36894187801139,1.0768940969143197,0.07216476887763766,0.06701194582124194,56.51312752445371,14.433683844199257,14.92271247678071
1548,15.37894187801139,1.077615744603096,0.07220035790920386,0.06700009560067857,56.56099807085228,14.433349435402357,14.925351837705021
1549,15.388941878011389,1.078337748182188,0.07223599134376245,0.0669882803097031,56.60889399363245,14.433013093312898,14.927984348557047
1550,15.398941878011389,1.0790601080956257,0.07227166919419202,0.0669764998742659,56.65681531822112,14.43267482175295,14.93061001810018
1551,15.408941878011388,1.0797828247875676,0.07230739147348218,0.06696475422056067,56.7047620700615,14.432334624536807,14.933228855082737
1552,15.418941878011388,1.0805058987023024,0.07234315819460034,0.06695304327490034,56.75273427461307,14.431992505470994,14.935840868265423
1553,15.428941878011388,1.0812293302842484,0.07237896937066933,0.06694136696388116,56.80073195735164,14.431648468354286,14.938446066384623
1554,15.438941878011388,1.081953119977955,0.07241482501474537,0.06692972521417641,56.84875514376938,14.431302516977727,14.941044458198219
1555,15.448941878011388,1.0826772682281025,0.07245072514006233,0.06691811795276202,56.89680385937478,14.430954655124646,14.943636052435114
1556,15.458941878011387,1.0834017754795031,0.07248666975983185,0.06690654510673102,56.944878129692746,14.430604886570675,14.946220857836472
1557,15.468941878011387,1.0841266421771014,0.07252265888733221,0.06689500660337523,56.99297798026456,14.430253215083773,14.94879888313733
